AnoHecho;CodigoMunicipioHecho;Departamento;Municipio;Zona;Sexo;Edad;UsuarioVia;ActorVial;TipoVehiculoGrupo;ObjetoColision;CondicionVictima;DiaOcurrencia;Rango3horas;ConteoRegistros
2019.0;44001.0;La Guajira;Riohacha;Rural;Hombre;16.0;Usuario de otros;Usuario otros;Otros;Transporte individual;Pasajero;7.Domingo;;1.0
2024.0;5631.0;Antioquia;Sabaneta;Urbana;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;6.Sábado;;1.0
2018.0;25430.0;Cundinamarca;Madrid;Rural;Hombre;62.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;No aplica;Conductor;6.Sábado;;
2016.0;68092.0;Santander;Betulia;Rural;Hombre;25.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Pasajero;2.Martes;;1.0
2024.0;88001.0;Archipielago San Andres, Providencia Y Santa Catalina;San Andres;Urbana;Hombre;30.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;3.Miércoles;;1.0
2016.0;11001.0;Bogota Dc;Bogota;Urbana;Mujer;25.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;5.Viernes;;1.0
2025.0;76111.0;Valle Del Cauca;Guadalajara Buga;Urbana;Mujer;18.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;5.Viernes;12:00 a 14:59;1.0
2015.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;84.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;6.Sábado;12:00 a 14:59;1.0
2019.0;25430.0;Cundinamarca;Madrid;Rural;Mujer;53.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;18:00 a 20:59;1.0
2017.0;5001.0;Antioquia;Medellin;Urbana;Hombre;64.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;4.Jueves;  15:00 a 17:59  ;1.0
2021.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;18:00 a 20:59;1.0
2019.0;76520.0;Valle Del Cauca;Palmira;Urbana;Hombre;86.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Motocicleta;Conductor;4.Jueves;;1.0
2018.0;23466.0;Cordoba;Montelibano;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;6.Sábado;21:00 a 23:59;1.0
2015.0;11001.0;Bogota Dc;Bogota;Urbana;Mujer;18.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;21:00 a 23:59;1.0
2021.0;19110.0;Cauca;Buenos Aires;Urbana;Mujer;21.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;4.Jueves;;1.0
2019.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;16.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;7.Domingo;03:00 a 05:59;1.0
2022.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;35.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;18:00 a 20:59;1.0
2025.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;46.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;4.Jueves;;1.0
2018.0;54206.0;Norte Santander;Convencion;Urbana;Mujer;24.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2017.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;50.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;03:00 a 05:59;1.0
2021.0;25214.0;Cundinamarca;Cota;Rural;Hombre;84.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;18:00 a 20:59;1.0
2024.0;52317.0;Narino;Guachucal;Urbana;Hombre;22.0;Usuario de moto;;Motocicleta;No aplica;Conductor;6.Sábado;00:00 a 02:59;1.0
2023.0;70124.0;Sucre;Caimito;Rural;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;6.Sábado;15:00 a 17:59;1.0
2018.0;18592.0;Caqueta;Puerto Rico;Rural;Hombre;30.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;2.Martes;;1.0
2018.0;76622.0;Valle Del Cauca;Roldanillo;Rural;Hombre;33.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;3.Miércoles;;1.0
2018.0;76109.0;Valle Del Cauca;Buenaventura;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;;Transporte individual;Conductor;7.Domingo;;1.0
2019.0;76147.0;Valle Del Cauca;Cartago;Urbana;Hombre;64.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;18:00 a 20:59;1.0
2019.0;76122.0;Valle Del Cauca;Caicedonia;Rural;Hombre;57.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Conductor;2.Martes;;1.0
2024.0;52001.0;Narino;Pasto;Urbana;Hombre;78.0;Peatón;Peatón;No Aplica;Sin info.;Peatón;2.Martes;03:00 a 05:59;1.0
2019.0;25260.0;Cundinamarca;El Rosal;Rural;Hombre;34.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;3.Miércoles;21:00 a 23:59;1.0
2018.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;64.0;Peatón;Peatón;No Aplica;Sin info.;Peatón;1.Lunes;;1.0
2023.0;25214.0;Cundinamarca;Cota;Rural;Hombre;23.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;6.Sábado;;1.0
2023.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;35.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;1.Lunes;;1.0
2016.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;30.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;6.Sábado;;1.0
2022.0;20001.0;Cesar;Valledupar;Urbana;Hombre;25.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;5.Viernes;03:00 a 05:59;1.0
2017.0;44001.0;La Guajira;Riohacha;Urbana;Mujer;21.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Transporte individual;Pasajero;3.Miércoles;21:00 a 23:59;1.0
2015.0;11001.0;;Bogota;Urbana;Hombre;79.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;09:00 a 11:59;1.0
2023.0;23001.0;Cordoba;Monteria;Urbana;Hombre;24.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2019.0;68190.0;Santander;Cimitarra;Urbana;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;5.Viernes;;1.0
2016.0;54810.0;Norte Santander;Tibu;Urbana;Hombre;32.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;1.Lunes;;1.0
2024.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;72.0;Peatón;Peatón;No Aplica;Transporte de pasajeros;Peatón;7.DOMINGO;;1.0
2016.0;;Huila;Oporapa;Rural;;20.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;;Conductor;6.Sábado;;1.0
2025.0;5001.0;Antioquia;Medellin;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;;3.Miércoles;09:00 a 11:59;1.0
2020.0;50318.0;Meta;Guamal;;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;4.Jueves;;1.0
2025.0;25754.0;Cundinamarca;Soacha;Urbana;Hombre;70.0;Peatón;Peatón;No Aplica;motocicleta;Peatón;3.Miércoles;;1.0
2016.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2022.0;23001,0;Cordoba;Monteria;Urbana;Hombre;84.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte individual;Conductor;5.Viernes;09:00 a 11:59;1.0
2023.0;5001.0;Antioquia;;Urbana;Hombre;60.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;1.Lunes;00:00 a 02:59;1.0
2015.0;20001.0;Cesar;Valledupar;Urbana;Hombre;80.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2020.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;3.Miércoles;15:00 a 17:59;1.0
2023.0;41001.0;Huila;Neiva;Urbana;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2023.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;83.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;3.Miércoles;21:00 a 23:59;1.0
2021.0;5001.0;Antioquia;Medellin;Urbana;Mujer;62.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;2.Martes;12:00 a 14:59;1.0
2015.0;76001.0;Valle Del Cauca;Cali;Sin Información;Hombre;22.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;4.Jueves;;1.0
2023.0;73026.0;;Alvarado;Rural;Mujer;32.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Pasajero;3.Miércoles;;1.0
2025.0;52378.0;Narino;La Cruz;Urbana;Hombre;86.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;1.Lunes;;1.0
2020.0;54001.0;Norte Santander;Cucuta;Urbana;Hombre;40.0;Usuario de moto;usuario de moto;Motocicleta;Transporte individual;Pasajero;6.Sábado;18:00 a 20:59;1.0
2021.0;5034.0;Antioquia;Andes;Rural;Hombre;42.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Pasajero;5.Viernes;;1.0
2025.0;54001.0;Norte Santander;Cucuta;Urbana;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;03:00 a 05:59;1.0
2021.0;;Cesar;Aguachica;Urbana;Hombre;33.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;5.Viernes;03:00 a 05:59;1.0
2019.0;25260.0;Cundinamarca;El Rosal;Rural;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;3.Miércoles;03:00 a 05:59;1.0
2017.0;52001.0;Narino;Pasto;Urbana;Hombre;17.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;6.Sábado;;1.0
2023.0;63001.0;Quindio;Armenia;Rural;Hombre;66.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;6.Sábado;;1.0
2018.0;86865.0;Putumayo;Valle Del Guamuez;Rural;Mujer;26.0;Usuario de V.Individual;Usuario de vehículo;Transporte  Individual;Transporte individual;Conductor;7.Domingo;06:00 a 08:59;1.0
2020.0;19622.0;Cauca;Rosas;Rural;Mujer;36.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;5.Viernes;;1.0
2021.0;68081.0;Santander;Barrancabermeja;Urbana;Hombre;36.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;06:00 a 08:59;1.0
2019.0;5172.0;Antioquia;Chigorodo;Rural;Hombre;33.0;USUARIO DE MOTO;Usuario de moto;Motocicleta;Transporte de carga;Conductor;6.Sábado;03:00 a 05:59;1.0
2022.0;25126.0;Cundinamarca;Cajica;Urbana;Hombre;36.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;4.Jueves;;1.0
2023.0;19212.0;Cauca;Corinto;Rural;Hombre;80.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte individual;Conductor;5.Viernes;;1.0
2017.0;25269.0;Cundinamarca;Facatativa;  Rural  ;Hombre;45.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;6.Sábado;18:00 a 20:59;1.0
2024.0;25386.0;Cundinamarca;La Mesa;Urbana;Mujer;68.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;3.Miércoles;06:00 a 08:59;1.0
2023.0;76520,0;Valle Del Cauca;Palmira;Rural;Hombre;19.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;;;1.0
2016.0;52356.0;Narino;Ipiales;Urbana;Mujer;50.0;Usuario de moto;;Motocicleta;Transporte de pasajeros;Pasajero;7.Domingo;15:00 a 17:59;1.0
2020.0;50318.0;Meta;Guamal;Rural;Mujer;33.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;2.Martes;;1.0
2017.0;52835.0;Narino;Tumaco;Rural;Hombre;53.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;21:00 a 23:59;1.0
2023.0;76520.0;Valle Del Cauca;Palmira;Rural;Hombre;50.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;;1.0
2025.0;-1.0;Departamento Sin Asignar;Municipio Sin Asignar;Urbana;Hombre;37.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;5.Viernes;;1.0
2024.0;41530.0;Huila;Palestina;Urbana;Mujer;23.0;Usuario de moto;Usuario de moto;Motocicleta;Sin info.;Conductor;1.Lunes;;1.0
2018.0;54498.0;Norte Santander;Ocana;Rural;  Hombre  ;35.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Conductor;2.Martes;12:00 a 14:59;1.0
2021.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;54.0;Peatón;  Peatón  ;No Aplica;Motocicleta;Peatón;3.Miércoles;15:00 a 17:59;
2016.0;76892.0;Valle Del Cauca;Yumbo;Urbana;Hombre;13.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Paajero;5.Viernes;06:00 a 08:59;1.0
2016.0;52835.0;Narino;Tumaco;Urbana;Hombre;10.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;5.Viernes;;1.0
2020.0;41001.0;Huila;Neiva;Urbana;Hombre;24.0;Usuario de moto;Usuario de moto;Motocicleta;Animal en via;conductor;1.Lunes;;1.0
2020.0;52320.0;Narino;Guaitarilla;Rural;Hombre;77.0;Peatón;Peatón;No Aplica;Transporte individual;Petón;6.Sábado;18:00 a 20:59;1.0
2020.0;20001.0;Cesar;Valledupar;Urbana;Mujer;75.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;18:00 a 20:59;1.0
2023.0;19137.0;Cauca;Caldono;Rural;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;1.Lunes;;1.0
2016.0;20001.0;Cesar;Valledupar;Urbana;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;;1.0
2021.0;81001.0;  Arauca  ;Arauca;Rural;Hombre;38.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;1.Lunes;;1.0
2024.0;;Cundinamarca;Cota;Rural;Mujer;27.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;2.Martes;;1.0
2023.0;20178.0;Cesar;Chiriguana;Rural;;41.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;3.Miércoles;;1.0
2023.0;76248.0;Valle Del Cauca;El Cerrito;Rural;Hombre;17.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;2.Martes;;1.0
2023.0;5266.0;Antioquia;Envigado;Urbana;Hombre;84.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;18:00 a 20:59;
2017.0;11001.0;Bogota  Dc;Bogota;Urbana;Hombre;57.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;2.Martes;12:00 a 14:59;1.0
2021.0;;Cauca;Padilla;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;1.Lunes;;1.0
2017.0;5088.0;Antioquia;Bello;Urbana;Hombre;61.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;5.Viernes;18:00 a 20:59;1.0
2018.0;76001.0;Valle Del Cauca;Cali;Sin Información;Hombre;70.0;Peatón;Peatón;No Aplica;Sin info.;Peatón;1.Lunes;;1.0
2020.0;19001.0;Cauca;Popayan;Urbana;Hombre;76.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;7.Domingo;15:00 a 17:59;1.0
2025.0;11001.0;Bogota Dc;Bogota;Urbana;Mujer;81.0;Peatón;Peatón;No Aplica;Motocicleta;  Peatón  ;5.Viernes;;1.0
2025.0;68867.0;Santander;Vetas;Urbana;Hombre;47.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;;1.Lunes;;1.0
2017.0;19585.0;Cauca;Purace;Rural;Mujer;74.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;4.Jueves;03:00 a 05:59;1.0
;70001.0;Sucre;Sincelejo;Urbana;Mujer;76.0;Peatón;Peatón;No Aplica;Motocicleta;  Peatón  ;1.Lunes;06:00 a 08:59;1.0
2023.0;54518.0;Norte Santander;Pamplona;Rural;Hombre;49.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;7.Domingo;;1.0
2020.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;Sin info.;Conductor;6.Sábado;21:00 a 23:59;1.0
2017.0;23001.0;Cordoba;Monteria;Urbana;Hombre;29.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;2.Martes;;1.0
2022.0;5154.0;Antioquia;Caucasia;Urbana;Mjer;33.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;6.Sábado;;1.0
2025.0;5120.0;Antioquia;Caceres;Rural;Hombre;53.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;6.Sábado;18:00 a 20:59;1.0
2022.0;50251.0;Meta;El Castillo;Urbana;Hombre;54.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2022.0;20228.0;Cesar;Curumani;Urbana;Hombe;27.0;Peatón;Peatón;No Aplica;;Peatón;7.Domingo;;1.0
2018.0;44279.0;La Guajira;Fonseca;Urbana;Hombre;2.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;;1.0
2018.0;20621.0;Cesar;La Paz;Rural;Hombre;33.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;Conductor;5.Viernes;09:00 a 11:59;1.0
2021.0;76892.0;Valle Del Cauca;Yumbo;Urbana;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;4.Jueves;;1.0
2025.0;20013.0;Cesar;Agustin Codazzi;Urbana;Mujer;27.0;Usuario de moto;Usuario de moto;Motocicleta;Animal en via;Pasajero;7.Domingo;06:00 a 08:59;1.0
2022.0;50223.0;Meta;Cubarral;Rural;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;21:00 a 23:59;1.0
2017.0;68081.0;Santander;Barrancabermeja;Urbana;Mujer;69.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Transporte de carga;Pasajero;2.Martes;09:00 a 11:59;1.0
2018.0;5854.0;Antioquia;Valdivia;Rural;Hombre;69.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;4.Jueves;09:00 a 11:59;1.0
2015.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;17.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;5.Viernes;12:00 a 14:59;1.0
2020.0;76001.0;valle del cauca;Cali;Rural;Hombre;34.0;USUARIO DE MOTO;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;18:00 a 20:59;1.0
2015.0;70001.0;Sucre;Sincelejo;Urbana;Mujer;15.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Pasajero;6.Sábado;00:00 a 02:59;1.0
2021.0;11001.0;Bogota Dc;bogota;Urbana;Hombre;28.0;Usuario T.Pasajeros;Usuario de vehículo;TRANSPORTE DE PASAJEROS;  Objeto fijo  ;Conductor;2.Martes;21:00 a 23:59;1.0
2017.0;5001.0;Antioquia;Medellin;Rural;Mujer;31.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;1.Lunes;00:00 a 02:59;1.0
2022.0;15600.0;Boyaca;Raquira;Rural;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;7.Domingo;;1.0
2023.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;33.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;1.Lunes;;1.0
2021.0;44430.0;La Guajira;Maicao;Urbana;Hombre;98.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;4.Jueves;09:00 a 11:59;1.0
2018.0;20175.0;Cesar;Chimichagua;Rural;Hombre;46.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2015.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;18.0;Peatón;Peatón;No Aplica;Transporte de pasajeros;Peatón;7.Domingo;18:00 a 20:59;1.0
2020.0;70001.0;Sucre;Sincelejo;Urbana;Homre;78.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;5.Viernes;;1.0
2018.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;21.0;Peatón;Peatón;No Aplica;Transporte de pasajeros;Peatón;5.Viernes;;1.0
2019.0;76364.0;Valle Del Cauca;Jamundi;Urbana;Hombre;58.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;4.Jueves;;1.0
2018.0;15673.0;Boyaca;San Mateo;Rural;Hombre;81.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;3.Miércoles;;1.0
2022.0;17042.0;Caldas;Anserma;Rural;Hombre;48.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;5.Viernes;09:00 a 11:59;1.0
2015.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;24.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;5.Viernes;09:00 a 11:59;1.0
2016.0;85250.0;Casanare;Paz Ariporo;Rural;Hombre;17.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;2.Martes;15:00 a 17:59;1.0
2024.0;54720.0;Norte Santander;Sardinata;Rural;Hombre;14.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte de carga;Pasajero;3.Miércoles;09:00 a 11:59;1.0
2016.0;25269.0;Cundinamarca;Facatativa;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;Animal en via;Conductor;1.Lunes;18:00 a 20:59;1.0
2022.0;25473.0;Cundinamarca;Mosquera;Urbana;Hombre;45.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;2.Martes;06:00 a 08:59;1.0
2018.0;25754.0;Cundinamarca;Soacha;Urbana;Hombre;20.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;;Conductor;5.Viernes;;1.0
2022.0;73483.0;Tolima;Natagaima;Rural;Hombre;32.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;5.Viernes;;1.0
2024.0;50711.0;Meta;Vistahermosa;Rural;Mujer;15.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;7.Domingo;;1.0
2016.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;16.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Pasajero;1.Lunes;21:00 a 23:59;1.0
2019.0;5501.0;Antioquia;Olaya;Rural;Hombre;58.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Conductor;3.Miércoles;06:00 a 08:59;1.0
2015.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;28.0;Usuario de moto;;;Objeto fijo;Conductor;6.Sábado;;1.0
2025.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2024.0;52356.0;Narino;Ipiales;Urbana;Hombre;43.0;Peatón;Peatón;No Aplica;Sin info.;Peatón;6.Sábado;;1.0
2016.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;67.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;5.Viernes;;1.0
2021.0;68081.0;Santander;Barrancabermeja;Rural;Hombre;48.0;Usuario de moto;Usuario de moto;;Transporte de carga;Conductor;7.Domingo;18:00 a 20:59;1.0
2022.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;34.0;  Usuario de bicicleta  ;Usuario de bicicleta;Bicicleta;Transporte de pasajeros;Conductor;6.Sábado;18:00 a 20:59;1.0
2025.0;19548.0;Cauca;Piendamo;Urbana;Hombre;5.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte individual;Pasajero;6.Sábado;;1.0
2025.0;25899.0;Cundinamarca;Zipaquira;Urbana;Hombre;10.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;1.Lunes;;1.0
2022.0;73217.0;Tolima;Coyaima;Urbana;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;2.Martes;;1.0
2021.0;68770.0;Santander;Suaita;Rural;Hmbre;49.0;Usuario de moto;Usuario de moto;Motocicleta;  Transporte de carga  ;;2.Martes;15:00 a 17:59;1.0
2024.0;11001.0;;Bogota;Urbana;Hombre;74.0;Peatón;Peatón;No Aplica;Transporte de pasajeros;Peatón;3.Miércoles;12:00 a 14:59;1.0
2023.0;52287.0;Narino;Funes;Rural;Hombre;32.0;Usuario T.Pasajeros;;Transporte De Pasajeros;No aplica;Pasajero;6.Sábado;21:00 a 23:59;1.0
2016.0;5001.0;Antioquia;Medellin;Urbana;Hombre;33.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;4.Jueves;09:00 a 11:59;1.0
2018.0;13001.0;Bolivar;Cartagena;Urbana;Hombre;54.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2024.0;76520.0;Valle Del Cauca;Palmira;Urbana;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;3.Miércoles;15:00 a 17:59;1.0
2022.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;25.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;4.Jueves;03:00 a 05:59;1.0
2021.0;5837.0;Antioquia;Turbo;Rural;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;5.Viernes;18:00 a 20:59;1.0
2022.0;18247.0;Caqueta;El Doncello;Urbana;Hombre;36.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conuctor;6.Sábado;;1.0
2018.0;68575.0;Santander;Puerto Wilches;Rural;Mujer;27.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;21:00 a 23:59;1.0
2018.0;23672.0;CORDOBA;San Antero;Urbana;Hombre;26.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;5.Viernes;21:00 a 23:59;1.0
